iter	Accuracy	Logloss
0	1	0.4629533973
1	1	0.308350909
2	1	0.2130519338
3	1	0.1425215841
4	1	0.1073614992
5	1	0.08120852721
6	1	0.05699464722
7	1	0.04543369613
8	1	0.03445973332
9	1	0.02582885232
10	1	0.02290891302
11	1	0.02010133589
12	1	0.01710335731
13	1	0.01488531128
14	1	0.01335142073
15	1	0.01208355902
16	1	0.009891218809
17	1	0.008997633584
18	1	0.007866085533
19	1	0.006909423553
20	1	0.006129588005
21	1	0.005800693488
22	1	0.005501229634
23	1	0.005106510556
24	1	0.004821455093
25	1	0.004580689837
26	1	0.004169368941
27	1	0.003824008536
28	1	0.00352053919
29	1	0.003361028784
30	1	0.003262583626
31	1	0.003160173504
32	1	0.002983362602
33	1	0.00278721254
34	1	0.002719907384
35	1	0.002466572099
36	1	0.002354628751
37	1	0.002301195786
38	1	0.002233742872
39	1	0.002171769992
40	1	0.002057848646
41	1	0.001980460902
42	1	0.001918416484
43	1	0.001868868733
44	1	0.00181701226
45	1	0.001734766741
46	1	0.001660783866
47	1	0.001620261387
48	1	0.001567833917
49	1	0.001519258957
50	1	0.001481675928
51	1	0.001426364506
52	1	0.001393578486
53	1	0.001374895214
54	1	0.001328801885
55	1	0.001283548621
56	1	0.00126610924
57	1	0.001223014609
58	1	0.001183791789
59	1	0.001155881575
60	1	0.001126055179
61	1	0.001107198474
62	1	0.001094343963
63	1	0.001079721711
64	1	0.001067591661
65	1	0.001053265626
66	1	0.001038594074
67	1	0.001009189244
68	1	0.0009813854632
69	1	0.0009721670866
70	1	0.000953422824
71	1	0.000943737552
72	1	0.0009299148771
73	1	0.0009176411626
74	1	0.0009003796023
75	1	0.0008831769265
76	1	0.0008662078536
77	1	0.0008521193878
78	1	0.0008427647306
79	1	0.0008338548253
80	1	0.0008234275666
81	1	0.0008182116985
82	1	0.0008108058702
83	1	0.0007929129762
84	1	0.0007870512577
85	1	0.0007814054147
86	1	0.0007814054147
87	1	0.0007747973506
88	1	0.0007730653313
89	1	0.000766057502
90	1	0.0007609958267
91	1	0.0007535662279
92	1	0.0007484071486
93	1	0.0007479706062
94	1	0.0007433136739
95	1	0.0007386575658
96	1	0.000733659301
97	1	0.0007297330215
98	1	0.0007258324439
99	1	0.0007216388553
100	1	0.000715273045
101	1	0.0007098508047
102	1	0.0007048998319
103	1	0.0007010635257
104	1	0.000701055937
105	1	0.0007010423949
106	1	0.0006967747899
107	1	0.0006910830141
108	1	0.0006877117458
109	1	0.0006838752833
110	1	0.0006837768042
111	1	0.0006837719525
112	1	0.0006837645404
113	1	0.0006837486872
114	1	0.0006836610354
115	1	0.0006836464252
116	1	0.0006816744573
117	1	0.0006785590304
118	1	0.000678556646
119	1	0.0006735846919
120	1	0.0006735060364
121	1	0.000669797724
122	1	0.0006695010995
123	1	0.0006694870373
124	1	0.000665834811
125	1	0.0006658073857
126	1	0.00066227502
127	1	0.0006622682385
128	1	0.0006610918414
129	1	0.0006601152213
130	1	0.0006590183604
131	1	0.0006567963787
132	1	0.0006552206883
133	1	0.0006551992307
134	1	0.0006535890265
135	1	0.0006535363507
136	1	0.0006534740243
137	1	0.0006518796404
138	1	0.0006518646448
139	1	0.0006507287856
140	1	0.0006507182179
141	1	0.0006507076505
142	1	0.0006506136757
143	1	0.0006506004875
144	1	0.0006505259914
145	1	0.0006504961289
146	1	0.0006504829456
147	1	0.0006483310629
148	1	0.0006483292202
149	1	0.0006483255516
150	1	0.000648321883
151	1	0.0006483145459
152	1	0.0006483014528
153	1	0.0006465181893
154	1	0.0006461659817
155	1	0.0006461643574
156	1	0.0006428752389
157	1	0.0006428613828
158	1	0.0006428577663
159	1	0.0006427662755
160	1	0.0006427646866
161	1	0.0006426960825
162	1	0.0006426274978
163	1	0.000640023647
164	1	0.000638019168
165	1	0.0006380065035
166	1	0.0006379254842
167	1	0.0006347112972
168	1	0.0006343740538
169	1	0.0006343245592
170	1	0.0006342244838
171	1	0.0006341744578
172	1	0.0006321290579
173	1	0.0006320793689
174	1	0.0006320694311
175	1	0.0006320583883
176	1	0.0006320092714
177	1	0.0006319993363
178	1	0.0006319502313
179	1	0.0006319253977
180	1	0.000631915297
181	1	0.0006318662088
182	1	0.0006318413838
183	1	0.0006286935239
184	1	0.0006286062102
185	1	0.0006262801068
186	1	0.0006262752317
187	1	0.0006262554011
188	1	0.0006242633817
189	1	0.000624205286
190	1	0.0006240972149
191	1	0.0006240488032
192	1	0.0006240216749
193	1	0.0006218662002
194	1	0.0006218527277
195	1	0.0006218467986
196	1	0.0006215700512
197	1	0.0006208631205
198	1	0.0006208564064
199	1	0.0006208429788
200	1	0.0006208400264
201	1	0.000620835246
202	1	0.0006208218243
203	1	0.0006208188379
204	1	0.0006208140579
205	1	0.0006207715842
206	1	0.0006206999556
207	1	0.0006206951778
208	1	0.0006206008112
209	1	0.000620594103
210	1	0.0006205911536
211	1	0.0006205851866
212	1	0.0006205792879
213	1	0.0006205763386
214	1	0.0006205733553
215	1	0.0006205673887
216	1	0.0006205644396
217	1	0.0006205577322
218	1	0.0006205547491
219	1	0.0006205494437
220	1	0.000620507013
221	1	0.0006204936059
222	1	0.0006204883018
223	1	0.0006204824053
224	1	0.0006204776314
225	1	0.0006204564169
226	1	0.000620451562
227	1	0.0006204482108
228	1	0.0006204448584
229	1	0.0006204314492
230	1	0.0006204254858
231	1	0.0006203830758
232	1	0.0006203054558
233	1	0.0006202994952
234	1	0.0006202860925
235	1	0.0006202324989
236	1	0.0006202266078
237	1	0.0006202236623
238	1	0.0006202203125
239	1	0.0006202069135
240	1	0.0006201935201
241	1	0.0006201905749
242	1	0.0006201482028
243	1	0.0006201448538
244	1	0.0006201314633
245	1	0.0006201255063
246	1	0.0006201207389
247	1	0.0006201147822
248	1	0.0006201088257
249	1	0.0006201040586
250	1	0.0006200906649
251	1	0.0006200877209
252	1	0.0006200453657
253	1	0.0006200394107
254	1	0.0006200327177
255	1	0.0006200293701
256	1	0.0006200160396
257	1	0.0006185852557
258	1	0.0006185786248
259	1	0.0006175990473
260	1	0.0006175872325
261	1	0.0006175842789
262	1	0.0006175819153
263	1	0.0006175189209
264	1	0.0006174658734
265	1	0.0006174599688
266	1	0.0006174586566
267	1	0.0006174468478
268	1	0.0006174455356
269	1	0.0006171658827
270	1	0.0006171128979
271	1	0.0006147233172
272	1	0.0006147219592
273	1	0.000613756085
274	1	0.0006137094472
275	1	0.0006136633572
276	1	0.0006136172763
277	1	0.0006135388144
278	1	0.0006134864969
279	1	0.0006134603458
280	1	0.0006134137402
281	1	0.0006115443335
282	1	0.0006115258342
283	1	0.0006115073364
284	1	0.0006114560009
285	1	0.0006111447348
286	1	0.0006093038985
287	1	0.0006078171414
288	1	0.0006078078625
289	1	0.0006065886002
290	1	0.0006064988533
291	1	0.0006064081146
292	1	0.000606340844
293	1	0.000606320705
294	1	0.0006063161696
295	1	0.0006062489249
296	1	0.0006061816998
297	1	0.0006061368805
298	1	0.0006060349081
299	1	0.0006060303775
300	1	0.000606025847
301	1	0.0006031427498
302	1	0.0006031399771
303	1	0.0006031372045
304	1	0.0006031343999
305	1	0.0006024625898
306	1	0.0006008938837
307	1	0.0006008215657
308	1	0.0006008170452
309	1	0.0006006003648
310	1	0.000598582175
311	1	0.0005985776971
312	1	0.0005985652765
313	1	0.0005966020983
314	1	0.0005965774238
315	1	0.0005965063659
316	1	0.0005962478483
317	1	0.0005957803574
318	1	0.0005957695971
319	1	0.0005957164529
320	1	0.0005957055691
321	1	0.0005956946857
322	1	0.0005937546671
323	1	0.0005913429317
324	1	0.0005912744573
325	1	0.0005903834172
326	1	0.0005871953134
327	1	0.0005844171609
328	1	0.0005843832173
329	1	0.0005843714033
330	1	0.000584104733
331	1	0.0005838231946
332	1	0.0005838128186
333	1	0.0005837795208
334	1	0.000582246077
335	1	0.0005807309705
336	1	0.0005786592515
337	1	0.0005784183114
338	1	0.0005783731177
339	1	0.0005765603863
340	1	0.0005765504254
341	1	0.0005765404649
342	1	0.0005751266004
343	1	0.0005750265039
344	1	0.0005749264526
345	1	0.0005746698318
346	1	0.0005744919611
347	1	0.0005744913443
348	1	0.0005744902319
349	1	0.0005744896077
350	1	0.0005744184459
351	1	0.0005743783951
352	1	0.000573697247
353	1	0.0005736773308
354	1	0.000573613436
355	1	0.0005735495593
356	1	0.0005734857007
357	1	0.0005712055905
358	1	0.0005712007118
359	1	0.0005692248925
360	1	0.0005692208951
361	1	0.0005692208951
362	1	0.0005692160522
363	1	0.0005692111523
364	1	0.0005678760702
365	1	0.0005678375298
366	1	0.0005678336205
367	1	0.000565886023
368	1	0.0005658811836
369	1	0.0005645651125
370	1	0.0005645342318
371	1	0.0005628909083
372	1	0.0005618427631
373	1	0.00056180464
374	1	0.0005618008197
375	1	0.000561762704
376	1	0.0005617287981
377	1	0.0005616906944
378	1	0.0005607801727
379	1	0.0005607422058
380	1	0.0005606509495
381	1	0.0005606134438
382	1	0.0005605755045
383	1	0.0005583628435
384	1	0.0005582252662
385	1	0.0005582205654
386	1	0.0005582158646
387	1	0.000558140693
388	1	0.0005580846336
389	1	0.0005580005766
390	1	0.0005572704463
391	1	0.0005572666946
392	1	0.000557262943
393	1	0.0005572583151
394	1	0.0005562348891
395	1	0.000556220595
396	1	0.0005557080876
397	1	0.0005556796178
398	1	0.0005550177085
399	1	0.0005549764461
400	1	0.0005549729882
401	1	0.0005549638124
402	1	0.0005549545301
403	1	0.0005549132795
404	1	0.0005548994515
405	1	0.0005548901717
406	1	0.000554876345
407	1	0.0005548680961
408	1	0.0005548675162
409	1	0.0005548582376
410	1	0.0005547922818
411	1	0.0005547905541
412	1	0.0005547888264
413	1	0.0005547702757
414	1	0.0005547697027
415	1	0.0005547697027
416	1	0.0005547697027
417	1	0.0005547511536
418	1	0.0005547214409
419	1	0.0005547076234
420	1	0.0005547041691
421	1	0.0005546670902
422	1	0.000553655067
423	1	0.0005536413143
424	1	0.0005536138152
425	1	0.0005535584336
426	1	0.0005535446863
427	1	0.0005535442241
428	1	0.0005535423755
429	1	0.000553281476
430	1	0.0005532540156
431	1	0.0005532540156
432	1	0.0005532540156
433	1	0.0005532540156
434	1	0.0005532540156
435	1	0.0005532355751
436	1	0.0005532171362
437	1	0.0005531986989
438	1	0.0005531940899
439	1	0.0005519476103
440	1	0.0005518925845
441	1	0.0005518925845
442	1	0.0005518921253
443	1	0.0005518853017
444	1	0.0005518128085
445	1	0.0005510810379
446	1	0.0005495591221
447	1	0.0005494946032
448	1	0.0005494586943
449	1	0.0005494407386
450	1	0.0005494069663
451	1	0.0005493706574
452	1	0.0005493223007
453	1	0.0005493041488
454	1	0.0005471938088
455	1	0.0005471893589
456	1	0.0005471291741
457	1	0.0005471246741
458	1	0.0005471179876
459	1	0.0005471134878
460	1	0.0005470867474
461	1	0.0005470707688
462	1	0.000547003939
463	1	0.0005469994412
464	1	0.0005457853521
465	1	0.0005457137606
466	1	0.0005456421935
467	1	0.0005455974665
468	1	0.0005455969074
469	1	0.0005455969074
470	1	0.0005455969074
471	1	0.000545596411
472	1	0.000545596411
473	1	0.000545596411
474	1	0.0005455958583
475	1	0.0005455323515
476	1	0.0005455257113
477	1	0.0005454622255
478	1	0.0005454577553
479	1	0.0005454511171
480	1	0.0005452926083
481	1	0.0005452881414
482	1	0.0005452815076
483	1	0.0005452770409
484	1	0.0005452770409
485	1	0.0005452770409
486	1	0.0005448031853
487	1	0.0005447399179
488	1	0.0005447354614
489	1	0.0005447310051
490	1	0.0005447243859
491	1	0.0005447199298
492	1	0.0005446566868
493	1	0.0005431463992
494	1	0.0005430897155
495	1	0.0005430897155
496	1	0.0005430897155
497	1	0.0005430897155
498	1	0.0005430897155
499	1	0.0005430892244
500	1	0.0005430892244
501	1	0.0005430892244
502	1	0.0005430892244
503	1	0.0005430847965
504	1	0.000543080868
505	1	0.000543073011
506	1	0.0005430690827
507	1	0.0005429982781
508	1	0.0005429938521
509	1	0.0005429372069
510	1	0.0005429332809
511	1	0.0005419707776
512	1	0.0005419002797
513	1	0.000541899791
514	1	0.0005418919716
515	1	0.0005409594963
516	1	0.0005407841367
517	1	0.0005407139783
518	1	0.0005406438435
519	1	0.0005406373422
520	1	0.0005397099038
521	1	0.000539696956
522	1	0.0005396883184
523	1	0.0005396795827
524	1	0.0005396516283
525	1	0.0005396438795
526	1	0.0005396299021
527	1	0.0005396221541
528	1	0.0005395942072
529	1	0.0005395812653
530	1	0.000539573519
531	1	0.0005395647876
532	1	0.0005395570419
533	1	0.0005395484096
534	1	0.0005395396792
535	1	0.0005395310476
536	1	0.000539523303
537	1	0.0005395155587
538	1	0.0005395068296
539	1	0.0005394981009
540	1	0.0005394948666
541	1	0.0005394916324
542	1	0.0005394776645
543	1	0.0005394757288
544	1	0.0005383003654
545	1	0.0005382656228
546	1	0.0005382569366
547	1	0.000538195324
548	1	0.0005381867381
549	1	0.0005381251461
550	1	0.0005380908214
551	1	0.0005380394123
552	1	0.0005379778603
553	1	0.0005379163267
554	1	0.0005378855565
555	1	0.0005369440353
556	1	0.0005369426253
557	1	0.0005369404652
558	1	0.0005369148875
559	1	0.0005369127277
560	1	0.0005369109999
561	1	0.0005368803598
562	1	0.0005368717218
563	1	0.000536868525
564	1	0.0005368598875
565	1	0.0005368343184
566	1	0.0005351283198
567	1	0.0005351097968
568	1	0.0005350793785
569	1	0.0005350772583
570	1	0.0005350764655
571	1	0.0005349244113
572	1	0.0005349092108
573	1	0.000534895499
574	1	0.000534889162
575	1	0.0005348587721
576	1	0.0005348502027
577	1	0.0005346856609
578	1	0.0005346552967
579	1	0.0005339385721
580	1	0.0005339364615
581	1	0.0005339279232
582	1	0.0005338522444
583	1	0.0005338351736
584	1	0.0005338276072
585	1	0.0005323873877
586	1	0.0005323801928
587	1	0.0005311679907
588	1	0.0005307206352
589	1	0.0005307175254
590	1	0.0005307100565
591	1	0.000530610614
592	1	0.0005306064011
593	1	0.0005305390301
594	1	0.0005305315668
595	1	0.0005305273556
596	1	0.0005305198927
597	1	0.0005305177872
598	1	0.0005305135762
599	1	0.0005305093654
600	1	0.0005305019031
601	1	0.0005304480579
602	1	0.0005304438482
603	1	0.0005304140145
604	1	0.0005303971787
605	1	0.0005303433598
606	1	0.0005302905821
607	1	0.0005288725674
608	1	0.000528818585
609	1	0.000528803764
610	1	0.0005287963541
611	1	0.0005287942631
612	1	0.0005278900847
613	1	0.0005278286927
614	1	0.0005277953736
615	1	0.0005277216053
616	1	0.0005276883024
617	1	0.0005276588053
618	1	0.0005276255122
619	1	0.0005269227458
620	1	0.0005269206712
621	1	0.0005268912851
622	1	0.0005254941646
623	1	0.0005254859133
624	1	0.0005254713033
625	1	0.0005254705438
626	1	0.0005254413319
627	1	0.0005254121243
628	1	0.000525403876
629	1	0.0005253956281
630	1	0.0005253873805
631	1	0.0005253791332
632	1	0.0005253708863
633	1	0.0005253688246
634	1	0.0005249210078
635	1	0.0005249189727
636	1	0.0005238168898
637	1	0.000523780714
638	1	0.0005228964696
639	1	0.0005228604469
640	1	0.0005228584057
641	1	0.0005228103889
642	1	0.0005228031639
643	1	0.0005228027123
644	1	0.0005228022608
645	1	0.0005227986484
646	1	0.0005227659996
647	1	0.000522758776
648	1	0.0005227107798
649	1	0.0005226455364
650	1	0.0005225966121
651	1	0.0005225486484
652	1	0.0005225414316
653	1	0.000522534215
654	1	0.0005224982485
655	1	0.0005224917355
656	1	0.0005224628763
657	1	0.0005224556623
658	1	0.0005224149211
659	1	0.0005223789727
660	1	0.0005222353134
661	1	0.0005222281063
662	1	0.0005222260934
663	1	0.0005222240578
664	1	0.0005220805002
665	1	0.0005220784659
666	1	0.0005220719644
667	1	0.0005211944687
668	1	0.0005210460921
669	1	0.0005204774957
670	1	0.0005204774957
671	1	0.0005204770485
672	1	0.0005204766448
673	1	0.0005204761977
674	1	0.0005204702579
675	1	0.0005204444289
676	1	0.0005203939532
677	1	0.0005203367632
678	1	0.0005203352792
679	1	0.0005203272889
680	1	0.000520325269
681	1	0.0005203193331
682	1	0.0005203113434
683	1	0.0005203032644
684	1	0.0005202746706
685	1	0.0005202687359
686	1	0.0005202606584
687	1	0.0005202599166
688	1	0.000520256343
689	1	0.0005202134727
690	1	0.0005201706117
691	1	0.0005201646795
692	1	0.000520117239
693	1	0.0005201113084
694	1	0.0005201032364
695	1	0.0005200746691
696	1	0.0005200687395
697	1	0.0005200628101
698	1	0.0005189845235
699	1	0.0005189420302
700	1	0.0005188948549
701	1	0.0005188830599
702	1	0.0005188823228
703	1	0.0005188823228
704	1	0.0005188823228
705	1	0.0005188823228
706	1	0.0005188823228
707	1	0.0005188823228
708	1	0.0005188819218
709	1	0.0005187405277
710	1	0.0005187395243
711	1	0.0005187363185
712	1	0.0005187358746
713	1	0.000518735138
714	1	0.0005187292448
715	1	0.0005185689414
716	1	0.0005182166268
717	1	0.0005182130838
718	1	0.0005180051822
719	1	0.0005178454028
720	1	0.0005178383285
721	1	0.0005176976084
722	1	0.0005176818062
723	1	0.0005176759397
724	1	0.0005176749411
725	1	0.0005176494164
726	1	0.0005175855444
727	1	0.0005175796803
728	1	0.0005175786821
729	1	0.0005175627123
730	1	0.0005175591795
731	1	0.0005175432113
732	1	0.0005175361462
733	1	0.000516699201
734	1	0.0005166229624
735	1	0.0005164830156
736	1	0.0005164800984
737	1	0.0005164547017
738	1	0.0005164195441
739	1	0.0005155868436
740	1	0.0005155710031
741	1	0.0005155639963
742	1	0.0005155481575
743	1	0.0005154089007
744	1	0.0005154059978
745	1	0.0005143500102
746	1	0.0005143342493
747	1	0.0005143338136
748	1	0.0005143182281
749	1	0.0005143024697
750	1	0.0005142606621
751	1	0.0005142188634
752	1	0.0005141770734
753	1	0.0005141267773
754	1	0.0005140800789
755	1	0.0005140661543
756	1	0.0005140032227
757	1	0.0005139753888
758	1	0.0005139465511
759	1	0.0005139436673
760	1	0.0005139367094
761	1	0.0005139297516
762	1	0.0005138668599
763	1	0.0005138610942
764	1	0.0005138332784
765	1	0.0005138275136
766	1	0.0005137882149
767	1	0.0005136329794
768	1	0.0005136051921
769	1	0.0005135424001
770	1	0.000513479628
771	1	0.0005134171523
772	1	0.0005134161716
773	1	0.0005134132941
774	1	0.0005133300489
775	1	0.0005132673388
776	1	0.0005132659009
777	1	0.0005132601495
778	1	0.0005124390475
779	1	0.0005124313201
780	1	0.0005124026785
781	1	0.0005123948661
782	1	0.000512393434
783	1	0.0005115756234
784	1	0.0005115741941
785	1	0.0005115673067
786	1	0.0005115616007
787	1	0.0005115547137
788	1	0.000511549008
789	1	0.0005115261894
790	1	0.0005115184048
791	1	0.0005115028365
792	1	0.0005114950529
793	1	0.0005114919444
794	1	0.0005114888359
795	1	0.0005114819512
796	1	0.0005114788429
797	1	0.000511471146
798	1	0.0005114633636
799	1	0.0005114405532
800	1	0.0005114336699
801	1	0.0005114108627
802	1	0.0005114051606
803	1	0.0005113973803
804	1	0.0005113896004
805	1	0.0005113827187
806	1	0.000511382006
807	1	0.0005113805807
808	1	0.0005113728013
809	1	0.000511365108
810	1	0.000511365108
811	1	0.0005113641357
812	1	0.000511356357
813	1	0.0005113553954
814	1	0.0005113485148
815	1	0.0005113428142
816	1	0.000511335934
817	1	0.0005113302337
818	1	0.0005112960401
819	1	0.0005112921519
820	1	0.0005104784517
821	1	0.0005104009775
822	1	0.0005103854827
823	1	0.000510384525
824	1	0.0005102203271
825	1	0.0005101860994
826	1	0.0005100501712
827	1	0.0005099681172
828	1	0.0005099567873
829	1	0.0005099262048
830	1	0.0005098715268
831	1	0.0005098328879
832	1	0.0005098260535
833	1	0.0005098256263
834	1	0.0005098256263
835	1	0.0005098256263
836	1	0.0005098246604
837	1	0.0005097937575
838	1	0.0005097474143
839	1	0.0005097165235
840	1	0.0005097158161
841	1	0.0005097119545
842	1	0.0005096965085
843	1	0.0005084028125
844	1	0.0005084002103
845	1	0.0005083934171
846	1	0.0005083709239
847	1	0.0005075458728
848	1	0.0005075420453
849	1	0.0005074808358
850	1	0.0005074696353
851	1	0.0005074658513
852	1	0.0005073204076
853	1	0.0005072980268
854	1	0.0005072912651
855	1	0.0005072800746
856	1	0.0005072665525
857	1	0.0005072054165
858	1	0.0005071918991
859	1	0.000507130786
860	1	0.0005071251945
861	1	0.0005061078835
862	1	0.0005061041211
863	1	0.0005060985565
864	1	0.0005060918294
865	1	0.0005046042967
866	1	0.0005044701994
867	1	0.0005044301284
868	1	0.0005043900657
869	1	0.0005043867269
870	1	0.0005043756864
871	1	0.0005043729264
872	1	0.0005043579855
873	1	0.0005043552257
874	1	0.0005043518874
875	1	0.0005043251825
876	1	0.0005043242385
877	1	0.0005043232945
878	1	0.0005043199568
879	1	0.0005043199568
880	1	0.0005043190128
881	1	0.0005043180689
882	1	0.0005042878699
883	1	0.0005042864904
884	1	0.0005042855466
885	1	0.0005042321739
886	1	0.0005041880543
887	1	0.000504174712
888	1	0.0005041713766
889	1	0.0005041411978
890	1	0.0005041113543
891	1	0.0005041104216
892	1	0.0005040663254
893	1	0.0005040130065
894	1	0.0005039979249
895	1	0.0005039446243
896	1	0.0005039295476
897	1	0.0005039286054
898	1	0.0005039252739
899	1	0.0005038812131
900	1	0.0005038545674
901	1	0.0005038394968
902	1	0.0005038245924
903	1	0.000503809524
904	1	0.0005037819951
905	1	0.0005037287482
906	1	0.0005036911008
907	1	0.0005036378776
908	1	0.00050363035
909	1	0.0005036270232
910	1	0.0005036236965
911	1	0.0005035837876
912	1	0.0005035800247
913	1	0.0005035725814
914	1	0.000503550578
915	1	0.0005035431357
916	1	0.0005035376355
917	1	0.000503536695
918	1	0.0005035311949
919	1	0.000503528445
920	1	0.0005034885538
921	1	0.0005034871791
922	1	0.0005034472964
923	1	0.0005034463562
924	1	0.0005026396334
925	1	0.0005026368888
926	1	0.0005026335763
927	1	0.0005025897755
928	1	0.0005025860282
929	1	0.0005022584131
930	1	0.000502252946
931	1	0.0005022520105
932	1	0.0005022487035
933	1	0.0005022432367
934	1	0.0005012484534
935	1	0.000501218642
936	1	0.0005011590537
937	1	0.0005011563342
938	1	0.000501119501
939	1	0.0005010931782
940	1	0.0005010877408
941	1	0.0005010823035
942	1	0.0005010450762
943	1	0.0005010441455
944	1	0.0005010408557
945	1	0.0005010375659
946	1	0.0005009072532
947	1	0.0005009045368
948	1	0.0005009018205
949	1	0.0005008985327
950	1	0.0005008613354
951	1	0.000500835043
952	1	0.0005008323274
953	1	0.0005007951422
954	1	0.0005007924271
955	1	0.0005007792828
956	1	0.0005007718463
957	1	0.0005007587033
958	1	0.000500753274
959	1	0.0005002347483
960	1	0.0004989960308
961	1	0.0004989886492
962	1	0.0004989859573
963	1	0.0004980061486
964	1	0.0004979523808
965	1	0.0004979451117
966	1	0.000497893192
967	1	0.0004978503563
968	1	0.0004977984601
969	1	0.0004977725094
970	1	0.0004977715915
971	1	0.0004977706735
972	1	0.0004977633302
973	1	0.0004977606536
974	1	0.0004977579772
975	1	0.0004977190683
976	1	0.0004977181506
977	1	0.000497710809
978	1	0.0004977081331
979	1	0.0004976821942
980	1	0.0004976562587
981	1	0.0004976303268
982	1	0.0004976294094
983	1	0.0004976034811
984	1	0.0004975775562
985	1	0.0004975771903
986	1	0.0004975762731
987	1	0.0004975470002
988	1	0.0004975443262
989	1	0.0004975003256
990	1	0.0004974970865
991	1	0.0004974938475
992	1	0.0004965207077
993	1	0.0004964780481
994	1	0.0004964762423
995	1	0.0004964697926
996	1	0.0004964671322
997	1	0.0004964525275
998	1	0.000496437924
999	1	0.0004964370113
